(1.000688, 1.9902078854123362, 0.020860812749003897, 0.0)
(2.001328, 2.537438539334826, 0.020863999999999855, 0.0)
(3.001968, 2.537438539334825, 0.02086399999999982, 0.0)
(4.002608, 2.537438539334825, 0.020863999999999834, 0.0)
(5.003248, 2.5374385393348264, 0.020863999999999997, 0.0)
(6.00336, 2.5387781568464343, 0.020864, 0.0)
(7.003376, 0.10314776369828078, 0.025465846153846103, 0.0967741935483871)
(8.003456, 0.3490931662966964, 0.026763636363636323, 0.017543859649122806)
(9.003536, 0.34909316629669607, 0.026763636363636403, 0.017094017094017096)
(10.003616, 0.3490931662966967, 0.026763636363636403, 0.017241379310344827)
(11.003696, 0.36496103749200043, 0.02650713043478255, 0.01680672268907563)
(12.003776, 0.37289497308965264, 0.026387063829787206, 0.01694915254237288)
(13.003856, 0.34909316629669607, 0.026763636363636323, 0.016666666666666666)
(14.003936, 0.3490931662966967, 0.026763636363636243, 0.01652892561983471)
(15.004016, 0.388762844284957, 0.02616163265306125, 0.016260162601626018)
(16.004096, 0.36496103749200043, 0.02650713043478255, 0.016129032258064516)
(17.00424, 0.3490708275508331, 0.026763636363636243, 0.016)
(18.004256, 0.3729188379860914, 0.02638706382978694, 0.015503875968992248)
(19.004336, 0.4046307154802628, 0.025953882352941427, 0.015873015873015872)
(20.004408, 0.3649639569700971, 0.026507130434782703, 0.023255813953488372)
