(1.005072, 0.2526249363229699, 0.039077, 0.0390625)
(2.005696, 1.0546397563545349, 0.020864, 0.0)
(3.006336, 2.362989639755556, 0.02086399999999984, 0.0)
(4.006976, 2.4502140895451916, 0.020863999999999855, 0.0)
(5.007616, 2.458143584980613, 0.020864000000000004, 0.0)
(6.00777, 2.4672714073907613, 0.020863999999999994, 0.0)
(7.00779, 0.277704406849363, 0.06454017142857137, 0.05194805194805195)
(8.00781, 1.3329811528769435, 0.020864, 0.0)
(9.00783, 0.34117969984350277, 0.02998995348837195, 0.013071895424836602)
(10.00785, 1.4281940923681538, 0.020864000000000004, 0.0)
(11.00787, 0.4919335207045854, 0.02719361290322587, 0.010256410256410256)
(12.00789, 1.2695058598828033, 0.02086400000000003, 0.0)
(13.00791, 2.3327170175346468, 0.020864000000000056, 0.0)
(14.007916, 2.356553243493041, 0.02086399999999998, 0.0)
(15.007948, 2.3564919750692956, 0.020863999999999987, 0.0)
(16.00797, 2.356515539470633, 0.02086400000000004, 0.0)
(17.00799, 2.364454664031721, 0.020863999999999955, 0.0)
(18.00801, 2.3565202524074538, 0.020864000000000053, 0.0)
(19.00803, 2.3565202524074453, 0.020864000000000063, 0.0)
(20.00806, 2.356496687911865, 0.020864000000000014, 0.0)
