(1.00008, 9.012950838932884, 0.004863295774647826)
(2.000144, 9.489138788867512, 0.004863999999999902)
(3.000208, 9.489138788867512, 0.0048639999999998814)
(4.000272, 9.489138788867516, 0.0048639999999998814)
(5.000336, 9.489138788867512, 0.004864000000000002)
(6.000555, 3.1810660418493337, 0.005418862842892769)
(7.00056, 3.2452230316973423, 0.0051665550122249595)
(8.000561, 3.197628638308864, 0.005110928039702231)
(9.000768, 3.1493724939562466, 0.005145055415617108)
(10, 3.1493724939562466, 0.014592000000000382)
